wrapper  | --> Wrapper Started as Daemon
jvm 1    | 2020-07-25 18:23:01,113+0000 INFO  [qtp1294366016-84] *UNKNOWN com.sonatype.nexus.plugins.smartproxy.internal.LocalNodeAccessImpl - Node-ID: 78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38
jvm 1    | 2020-07-25 18:23:01,116+0000 INFO  [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - Loaded the Bouncy Castle security provider.
jvm 1    | 2020-07-25 18:23:01,150+0000 INFO  [qtp1294366016-84] *UNKNOWN org.apache.activemq.store.kahadb.plist.PListStoreImpl - ExtPListStore{path=/opt/sonatype-work/nexus/broker/temp} started
jvm 1    | 2020-07-25 18:23:01,252+0000 INFO  [qtp1294366016-84] *UNKNOWN com.sonatype.nexus.plugins.smartproxy.internal.messaging.broker.ExtBrokerServiceFactory - Configuring via: file:/opt/sonatype-work/nexus/conf/broker.groovy
jvm 1    | 2020-07-25 18:23:01,935+0000 INFO  [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - Using Persistence Adapter: ExtKahaDbPersistenceAdapter{path=/opt/sonatype-work/nexus/broker/store}
jvm 1    | 2020-07-25 18:23:02,523+0000 INFO  [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38759-1595701382374-0:1) is starting
jvm 1    | 2020-07-25 18:23:02,540+0000 INFO  [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-38759-1595701382374-0:1) started
jvm 1    | 2020-07-25 18:23:02,540+0000 INFO  [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - For help or more information please see: http://activemq.apache.org
jvm 1    | 2020-07-25 18:23:02,541+0000 WARN  [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - Store limit is 102400 mb (current store usage is 0 mb). The data directory: /opt/sonatype-work/nexus/broker/store only has 8538 mb of usable space - resetting to maximum available disk space: 8538 mb
jvm 1    | 2020-07-25 18:23:02,541+0000 ERROR [qtp1294366016-84] *UNKNOWN org.apache.activemq.broker.BrokerService - Temporary Store limit is 51200 mb, whilst the temporary data directory: /opt/sonatype-work/nexus/broker/temp only has 8538 mb of usable space - resetting to maximum available 8538 mb.
jvm 1    | 2020-07-25 18:23:14,076+0000 WARN  [qtp1294366016-86] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - No configuration file in place, copying the default one and continuing with it.
jvm 1    | 2020-07-25 18:23:14,097+0000 INFO  [qtp1294366016-86] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: /opt/nexus/../sonatype-work/nexus/conf/security.xml
jvm 1    | 2020-07-25 18:23:24,084+0000 INFO  [qtp1294366016-89] *UNKNOWN org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 1    | 2020-07-25 18:24:10,612+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Initializing non-existing prefix file of newly added "snapshotRepo" [id=snapshotRepo]
jvm 1    | 2020-07-25 18:24:10,637+0000 INFO  [ar-7-thread-4] admin org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "snapshotRepo" [id=snapshotRepo]
jvm 1    | 2020-07-25 18:24:10,648+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "snapshotRepo" [id=snapshotRepo][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-25 18:24:10,648+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration made by admin...
jvm 1    | 2020-07-25 18:24:10,668+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration made by admin...
jvm 1    | 2020-07-25 18:24:11,151+0000 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) started :: Updating repository index "snapshotRepo" from path null and below.
jvm 1    | 2020-07-25 18:24:11,168+0000 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="snapshotRepo" started.
jvm 1    | 2020-07-25 18:24:11,203+0000 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="snapshotRepo" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.035
jvm 1    | 2020-07-25 18:24:11,204+0000 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository snapshotRepo
jvm 1    | [INFO] Unable to read properties file, will force index regeneration
jvm 1    | 2020-07-25 18:24:11,258+0000 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) finished :: Updating repository index "snapshotRepo" from path null and below. (started 2020-07-25T18:24:11+00:00, runtime 0:00:00.107)
jvm 1    | 2020-07-25 18:24:11,274+0000 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Scheduled Tasks] made by *TASK...
jvm 1    | 2020-07-25 18:24:33,116+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Initializing non-existing prefix file of newly added "releaseRepo" [id=releaseRepo]
jvm 1    | 2020-07-25 18:24:33,130+0000 INFO  [ar-7-thread-1] admin org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "releaseRepo" [id=releaseRepo]
jvm 1    | 2020-07-25 18:24:33,140+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "releaseRepo" [id=releaseRepo][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-25 18:24:33,140+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration made by admin...
jvm 1    | 2020-07-25 18:24:33,148+0000 INFO  [qtp1294366016-88] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration made by admin...
jvm 1    | 2020-07-25 18:24:33,655+0000 INFO  [pxpool-1-thread-2] admin org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) started :: Updating repository index "releaseRepo" from path null and below.
jvm 1    | 2020-07-25 18:24:33,676+0000 INFO  [pxpool-1-thread-2] admin org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="releaseRepo" started.
jvm 1    | 2020-07-25 18:24:33,702+0000 INFO  [pxpool-1-thread-2] admin org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="releaseRepo" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.026
jvm 1    | 2020-07-25 18:24:33,704+0000 INFO  [pxpool-1-thread-2] admin org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository releaseRepo
jvm 1    | [INFO] Unable to read properties file, will force index regeneration
jvm 1    | 2020-07-25 18:24:33,738+0000 INFO  [pxpool-1-thread-2] admin org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) finished :: Updating repository index "releaseRepo" from path null and below. (started 2020-07-25T18:24:33+00:00, runtime 0:00:00.083)
jvm 1    | 2020-07-25 18:24:33,764+0000 INFO  [pxpool-1-thread-2] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Scheduled Tasks] made by *TASK...
wrapper  | JVM exited unexpectedly.
wrapper  | JVM exited in response to signal SIGKILL (9).
wrapper  | Reloading Wrapper configuration...
wrapper  | Launching a JVM...
jvm 2    | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
jvm 2    |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
jvm 2    | 
jvm 2    | 2020-07-25 18:36:29,295+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Starting with arguments: [./conf/jetty.xml, ./conf/jetty-requestlog.xml]
jvm 2    | 2020-07-25 18:36:29,298+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - JVM ID: 2, JVM PID: 16134, Wrapper PID: 15881, User: vivek
jvm 2    | 2020-07-25 18:36:29,434+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder - Properties:
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-conf='/opt/nexus/../sonatype-work/nexus/conf'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-host='0.0.0.0'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-port='8081'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   bundleBasedir='/opt/nexus'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   java.awt.headless='true'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   networkaddress.cache.ttl='3600'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-app='/opt/nexus/nexus/WEB-INF'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp='/opt/nexus/nexus'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp-context-path='/nexus'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-work='/opt/sonatype-work/nexus'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   org.eclipse.ecf.provider.filetransfer.retrieve.readTimeout='30000'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   runtime='/opt/nexus/nexus/WEB-INF'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   security-xml-file='/opt/nexus/../sonatype-work/nexus/conf/security.xml'
jvm 2    | 2020-07-25 18:36:29,437+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   storage.diskCache.bufferSize='4096'
jvm 2    | 2020-07-25 18:36:29,438+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - Java: 1.8.0_262, OpenJDK 64-Bit Server VM, Oracle Corporation, 25.262-b10
jvm 2    | 2020-07-25 18:36:29,438+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - OS: Linux, 4.18.0-193.el8.x86_64, amd64
jvm 2    | 2020-07-25 18:36:29,438+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - User: vivek, en, /home/vivek
jvm 2    | 2020-07-25 18:36:29,438+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - CWD: /opt/nexus
jvm 2    | 2020-07-25 18:36:29,484+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - TMP: /opt/nexus/tmp
jvm 2    | 2020-07-25 18:36:29,486+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Starting
jvm 2    | 2020-07-25 18:36:29,499+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Applying configuration: file:/opt/nexus/conf/jetty.xml
jvm 2    | 2020-07-25 18:36:29,924+0000 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Applying configuration: file:/opt/nexus/conf/jetty-requestlog.xml
jvm 2    | 2020-07-25 18:36:29,942+0000 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Starting: org.eclipse.jetty.server.Server@4fee0bb3
jvm 2    | 2020-07-25 18:36:29,944+0000 INFO  [jetty-main-1]  org.eclipse.jetty.server.Server - jetty-8.1.16.v20140903
jvm 2    | 2020-07-25 18:36:30,910+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initializing
jvm 2    | 2020-07-25 18:36:30,911+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Using bootstrap launcher configuration
jvm 2    | 2020-07-25 18:36:32,339+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.metrics.MetricsModule - Metrics support configured
jvm 2    | 2020-07-25 18:36:34,839+0000 INFO  [jetty-main-1]  org.sonatype.sisu.goodies.eventbus.internal.DefaultEventBus - Using Reentrant Guava EventBus
jvm 2    | 2020-07-25 18:36:35,123+0000 INFO  [jetty-main-1]  org.sonatype.security.configuration.source.FileSecurityConfigurationSource - Loading Security configuration from /opt/nexus/../sonatype-work/nexus/conf/security-configuration.xml
jvm 2    | 2020-07-25 18:36:35,177+0000 INFO  [jetty-main-1]  org.sonatype.sisu.ehcache.CacheManagerComponentImpl - Loading configuration from: file:/opt/nexus/nexus/WEB-INF/classes/ehcache.xml
jvm 2    | 2020-07-25 18:36:35,341+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered default repository types.
jvm 2    | 2020-07-25 18:36:35,641+0000 INFO  [jetty-main-1]  com.thoughtworks.xstream.XStream - Version: 1.4.6-SONATYPE-03, white-list support available
jvm 2    | 2020-07-25 18:36:35,857+0000 INFO  [jetty-main-1]  org.sonatype.nexus.events.EventSubscriberHost - Initialized
jvm 2    | 2020-07-25 18:36:35,861+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - 
jvm 2    | -------------------------------------------------
jvm 2    | 
jvm 2    | Initializing Nexus Repository Manager PRO 2.14.18-01
jvm 2    | 
jvm 2    | -------------------------------------------------
jvm 2    | 2020-07-25 18:36:35,861+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Activating locally installed plugins...
jvm 2    | 2020-07-25 18:36:42,044+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.bcprov.CryptoPlugin - Unlimited strength JCE policy detected
jvm 2    | 2020-07-25 18:36:43,353+0000 INFO  [jetty-main-1]  com.sun.jersey.server.impl.application.WebApplicationImpl - Initiating Jersey application, version 'Jersey: 1.17.1 02/28/2013 12:47 PM'
jvm 2    | 2020-07-25 18:36:45,815+0000 INFO  [jetty-main-1]  org.sonatype.nexus.kazuki.KazukiPlugin - Kazuki version: 0.1.8
jvm 2    | 2020-07-25 18:36:49,946+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:npm-group).
jvm 2    | 2020-07-25 18:36:49,947+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:npm-proxy).
jvm 2    | 2020-07-25 18:36:49,947+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:npm-hosted).
jvm 2    | 2020-07-25 18:36:50,297+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.ShadowRepository:nuget-shadow).
jvm 2    | 2020-07-25 18:36:50,297+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:nuget-group).
jvm 2    | 2020-07-25 18:36:50,297+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:nuget-proxy).
jvm 2    | 2020-07-25 18:36:53,018+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.WebSiteRepository:site).
jvm 2    | 2020-07-25 18:36:53,749+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:p2-composite).
jvm 2    | 2020-07-25 18:36:53,749+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:p2).
jvm 2    | 2020-07-25 18:36:53,749+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:p2).
jvm 2    | 2020-07-25 18:36:53,749+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:eclipse-update-site).
jvm 2    | 2020-07-25 18:36:55,349+0000 INFO  [jetty-main-1]  org.sonatype.nexus.apachehttpclient.Hc4ProviderImpl - Started (connectionPoolMaxSize 200, connectionPoolSize 20, connectionPoolIdleTime 30000 ms, connectionPoolTimeout 30000 ms, keepAliveMaxDuration 30000 ms)
jvm 2    | 2020-07-25 18:36:55,941+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:rubygems-group).
jvm 2    | 2020-07-25 18:36:55,941+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:rubygems-proxy).
jvm 2    | 2020-07-25 18:36:55,941+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:rubygems-hosted).
jvm 2    | 2020-07-25 18:36:59,689+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.ShadowRepository:obr-shadow).
jvm 2    | 2020-07-25 18:36:59,689+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.GroupRepository:obr-group).
jvm 2    | 2020-07-25 18:36:59,689+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:obr-proxy).
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-pgp-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-smartproxy-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-crypto-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-npm-repository-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-nuget-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-logging-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-timeline-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-iq-repository-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-staging-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-site-repository-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,130+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ui-extjs3-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-p2-repository-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-archetype-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-plugin-console-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-maven-bridge-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-indexer-lucene-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-kazuki-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-rrb-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-migrationagent-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-centralsecure-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-h2-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-unpack-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,131+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-custom-metadata-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-crowd-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-rutauth-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-configuration-backup-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-dependency-report-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-capabilities-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-p2-bridge-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-usertoken-plugin:2.14.18-01" was successful.
jvm 2    | 2020-07-25 18:37:00,132+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-lvo-plugin:2.14.18-01" was successful.
